player,player_id,pie,ts_pct,dreb_pct,efg_pct,def_rating,treb_pct,usg_pct,oreb_pct,pace,ast_ratio,ast_tov,ast_pct,off_rating
Patric Young,203942.0,,,,,,,,,,,,,
Pau Gasol,2200.0,0.13200000000000001,0.55700000000000005,0.27700000000000002,0.52700000000000002,105.684,0.0,0.20799999999999999,0.081000000000000003,95.917000000000002,16.643000000000001,1.1659999999999999,0.14000000000000001,110.645
Tibor Pleiss,202353.0,,,,,,,,,,,,,
Jodie Meeks,201975.0,0.070000000000000007,0.51300000000000001,0.11700000000000001,0.46000000000000002,110.828,0.0,0.20000000000000001,0.0070000000000000001,100.276,11.608000000000001,0.39600000000000002,0.086999999999999994,103.45
Joakim Noah,201149.0,0.091999999999999998,0.438,0.25800000000000001,0.44900000000000001,113.104,0.0,0.123,0.158,98.266000000000005,26.378,1.089,0.13800000000000001,103.685
Derrick Williams,202682.0,0.027,0.55000000000000004,0.14799999999999999,0.52800000000000002,109.489,0.0,0.17699999999999999,0.025000000000000001,96.486000000000004,6.2439999999999998,0.13,0.051999999999999998,104.539
Randy Foye,200751.0,0.052999999999999999,0.45600000000000002,0.13,0.42599999999999999,108.759,0.0,0.14199999999999999,0.0080000000000000002,104.178,24.404,0.95199999999999996,0.151,101.71599999999999
Robbie Hummel,203133.0,,,,,,,,,,,,,
Mike Miller,2034.0,0.063,0.25700000000000001,0.25900000000000001,0.20000000000000001,115.56,0.0,0.13400000000000001,0.017999999999999999,118.114,25.969000000000001,0.52500000000000002,0.14999999999999999,100.61
Jorge Gutierrez,203268.0,,,,,,,,,,,,,
Draymond Green,203110.0,0.121,0.52700000000000002,0.20799999999999999,0.47899999999999998,98.254999999999995,0.0,0.161,0.042000000000000003,103.479,36.165999999999997,3.2160000000000002,0.26400000000000001,115.825
Kyle Lowry,200768.0,0.14199999999999999,0.624,0.11799999999999999,0.57399999999999995,104.88200000000001,0.0,0.24399999999999999,0.021999999999999999,96.581999999999994,25.440000000000001,2.6549999999999998,0.28799999999999998,112.245
Carlos Boozer,2430.0,,,,,,,,,,,,,
Jannero Pargo,2457.0,,,,,,,,,,,,,
Raymond Felton,101109.0,0.069000000000000006,0.48899999999999999,0.11600000000000001,0.46600000000000003,109.526,0.0,0.159,0.021000000000000001,97.355999999999995,20.638000000000002,1.204,0.155,103.41200000000001
Austin Daye,201948.0,,,,,,,,,,,,,
Aaron Harrison,1626151.0,-0.125,0.052999999999999999,0.20000000000000001,0.0,94.439999999999998,0.0,0.127,0.0,91.670000000000002,36.938000000000002,0.0,0.29999999999999999,90.200000000000003
Thaddeus Young,201152.0,0.097000000000000003,0.55000000000000004,0.14999999999999999,0.54800000000000004,105.279,0.0,0.16800000000000001,0.073999999999999996,98.903000000000006,13.542,0.83899999999999997,0.083000000000000004,106.485
Kostas Papanikolaou,203123.0,,,,,,,,,,,,,
Kevin Love,201567.0,0.14699999999999999,0.56599999999999995,0.29799999999999999,0.51000000000000001,105.20399999999999,0.0,0.25,0.082000000000000003,99.405000000000001,9.4540000000000006,0.95299999999999996,0.092999999999999999,113.627
KJ McDaniels,203909.0,0.078,0.41399999999999998,0.14599999999999999,0.39200000000000002,104.31399999999999,0.0,0.17999999999999999,0.035000000000000003,96.918000000000006,5.2489999999999997,0.16,0.033000000000000002,106.529
Nikola Vucevic,202696.0,0.14000000000000001,0.48899999999999999,0.308,0.47299999999999998,106.748,0.0,0.24199999999999999,0.083000000000000004,100.602,14.708,1.397,0.157,101.837
Kelly Oubre,1626162.0,0.048000000000000001,0.46700000000000003,0.14699999999999999,0.432,108.991,0.0,0.159,0.040000000000000001,100.93600000000001,6.2510000000000003,0.26200000000000001,0.040000000000000001,103.27
Aaron Brooks,201166.0,0.037999999999999999,0.42699999999999999,0.069000000000000006,0.40300000000000002,108.035,0.0,0.185,0.024,96.227000000000004,22.997,0.90000000000000002,0.218,97.388999999999996
Larry Nance Jr.,1626204.0,0.084000000000000005,0.58599999999999997,0.19600000000000001,0.52800000000000002,108.57299999999999,0.0,0.13300000000000001,0.087999999999999995,101.303,15.663,0.64100000000000001,0.088999999999999996,101.33799999999999
Chauncey Billups,1497.0,,,,,,,,,,,,,
George Hill,201588.0,0.126,0.59399999999999997,0.104,0.55600000000000005,101.629,0.0,0.23300000000000001,0.02,92.611000000000004,20.196000000000002,1.9830000000000001,0.22,109.66800000000001
Jordan Hamilton,202706.0,,,,,,,,,,,,,
Jarell Martin,1626185.0,0.050999999999999997,0.43099999999999999,0.20200000000000001,0.35199999999999998,101.11799999999999,0.0,0.159,0.092999999999999999,97.647999999999996,3.238,0.078,0.037999999999999999,97.387
Isaiah Thomas,202738.0,0.156,0.61399999999999999,0.076999999999999999,0.53500000000000003,108.836,0.0,0.33000000000000002,0.017000000000000001,99.546000000000006,19.463000000000001,2.698,0.315,112.8
Jeremy Evans,202379.0,,,,,,,,,,,,,
Jared Sullinger,203096.0,-0.081000000000000003,0.20999999999999999,0.18099999999999999,0.20899999999999999,107.509,0.0,0.186,0.085000000000000006,96.545000000000002,2.6269999999999998,0.044999999999999998,0.039,92.099999999999994
Paul Millsap,200794.0,0.128,0.54700000000000004,0.20000000000000001,0.48699999999999999,103.137,0.0,0.247,0.050000000000000003,100.425,15.476000000000001,1.4950000000000001,0.17499999999999999,104.345
Avery Bradley,202340.0,0.094,0.54800000000000004,0.14799999999999999,0.53300000000000003,108.229,0.0,0.218,0.039,98.593999999999994,11.629,1.1759999999999999,0.104,109.32899999999999
Joe Johnson,2207.0,0.084000000000000005,0.50800000000000001,0.129,0.48699999999999999,105.54900000000001,0.0,0.188,0.021999999999999999,93.524000000000001,15.510999999999999,1.1639999999999999,0.124,107.39
Will Barton,203115.0,0.092999999999999999,0.52700000000000002,0.13100000000000001,0.48599999999999999,110.818,0.0,0.21099999999999999,0.036999999999999998,99.974999999999994,19.285,1.911,0.184,106.93000000000001
Nik Stauskas,203917.0,0.067000000000000004,0.53600000000000003,0.10000000000000001,0.496,107.063,0.0,0.16200000000000001,0.010999999999999999,100.346,18.283999999999999,1.212,0.13,102.705
Devin Booker,1626164.0,0.085000000000000006,0.52400000000000002,0.081000000000000003,0.46899999999999997,110.136,0.0,0.28299999999999997,0.017000000000000001,103.833,12.217000000000001,1.4419999999999999,0.16,105.60899999999999
Jerami Grant,203924.0,0.057000000000000002,0.58799999999999997,0.11899999999999999,0.55100000000000005,108.575,0.0,0.124,0.027,101.66,8.5850000000000009,0.21199999999999999,0.042000000000000003,100.762
James Jones,2592.0,0.097000000000000003,0.45500000000000002,0.123,0.42599999999999999,109.369,0.0,0.17399999999999999,0.0060000000000000001,94.171999999999997,4.7169999999999996,0.17299999999999999,0.029000000000000001,100.983
DeMarcus Cousins,202326.0,0.17699999999999999,0.55600000000000005,0.30299999999999999,0.49299999999999999,109.14100000000001,0.0,0.36299999999999999,0.070000000000000007,97.141999999999996,14.109999999999999,1.4570000000000001,0.26000000000000001,106.46299999999999
Michael Carter-Williams,203487.0,0.062,0.42199999999999999,0.14799999999999999,0.36099999999999999,102.867,0.0,0.20300000000000001,0.028000000000000001,98.950999999999993,24.021999999999998,1.1990000000000001,0.22,101.184
Caron Butler,2406.0,,,,,,,,,,,,,
Julius Randle,203944.0,0.108,0.52100000000000002,0.25700000000000001,0.48099999999999998,113.669,0.0,0.218,0.072999999999999995,101.10599999999999,18.853000000000002,1.5900000000000001,0.19,101.941
Marc Gasol,201188.0,0.14999999999999999,0.55000000000000004,0.187,0.498,106.011,0.0,0.26400000000000001,0.027,93.834999999999994,18.616,2.1640000000000001,0.23899999999999999,106.669
DJ White,201591.0,,,,,,,,,,,,,
Tony Parker,2225.0,0.091999999999999998,0.49399999999999999,0.075999999999999998,0.46200000000000002,103.758,0.0,0.214,0.0080000000000000002,93.338999999999999,27.481999999999999,1.913,0.27100000000000002,109.262
PJ Hairston,203798.0,,,,,,,,,,,,,
Richaun Holmes,1626158.0,0.114,0.62,0.188,0.60199999999999998,110.90900000000001,0.0,0.191,0.091999999999999998,100.494,9.7370000000000001,0.40799999999999997,0.085000000000000006,102.94
LeBron James,2544.0,0.188,0.626,0.20699999999999999,0.59899999999999998,106.03400000000001,0.0,0.29999999999999999,0.035999999999999997,98.304000000000002,24.457999999999998,2.6600000000000001,0.374,115.872
Brook Lopez,201572.0,0.123,0.57599999999999996,0.13400000000000001,0.52700000000000002,108.10899999999999,0.0,0.28999999999999998,0.057000000000000002,104.10599999999999,10.295,1.248,0.14399999999999999,103.235
Dwight Powell,203939.0,0.104,0.57499999999999996,0.20000000000000001,0.50900000000000001,112.369,0.0,0.16700000000000001,0.074999999999999997,95.036000000000001,8.048,0.22700000000000001,0.053999999999999999,101.09099999999999
Damian Lillard,203081.0,0.156,0.58099999999999996,0.13300000000000001,0.51200000000000001,109.351,0.0,0.309,0.019,100.32599999999999,17.861999999999998,2.4729999999999999,0.26600000000000001,108.94199999999999
Zach Randolph,2216.0,0.14499999999999999,0.48199999999999998,0.28599999999999998,0.45300000000000001,105.851,0.0,0.28699999999999998,0.105,94.152000000000001,8.9220000000000006,0.96899999999999997,0.126,102.97199999999999
Nazr Mohammed,1737.0,,,,,,,,,,,,,
DeAndre Liggins,202732.0,0.045999999999999999,0.33500000000000002,0.13500000000000001,0.30399999999999999,107.455,0.0,0.127,0.034000000000000002,104.51900000000001,17.567,0.42099999999999999,0.091999999999999998,99.631
Luke Ridnour,2557.0,,,,,,,,,,,,,
Malcolm Thomas,202952.0,,,,,,,,,,,,,
Enes Kanter,202683.0,0.13500000000000001,0.57899999999999996,0.20200000000000001,0.53100000000000003,110.962,0.0,0.28100000000000003,0.13700000000000001,99.640000000000001,5.9210000000000003,0.434,0.079000000000000001,105.617
Ty Lawson,201951.0,0.096000000000000002,0.51300000000000001,0.083000000000000004,0.45100000000000001,108.866,0.0,0.19700000000000001,0.029000000000000001,98.683999999999997,28.925000000000001,2.5619999999999998,0.29499999999999998,102.17100000000001
Wesley Matthews,202083.0,0.082000000000000003,0.52600000000000002,0.11600000000000001,0.48799999999999999,106.959,0.0,0.19700000000000001,0.01,94.106999999999999,17.495000000000001,1.7789999999999999,0.14000000000000001,103.867
Ronald Roberts,204040.0,,,,,,,,,,,,,
Sergey Karasev,203508.0,,,,,,,,,,,,,
Henry Walker,201611.0,,,,,,,,,,,,,
Elijah Millsap,202407.0,-0.025999999999999999,0.26100000000000001,0.14999999999999999,0.25,92.599999999999994,0.0,0.19700000000000001,0.125,94.599999999999994,7.1500000000000004,0.5,0.063,91.200000000000003
Bryce Cotton,203955.0,,,,,,,,,,,,,
Mario Chalmers,201596.0,,,,,,,,,,,,,
Terry Rozier,1626179.0,0.083000000000000004,0.438,0.16200000000000001,0.41799999999999998,101.98099999999999,0.0,0.17000000000000001,0.035000000000000003,98.558999999999997,21.863,0.70999999999999996,0.17599999999999999,101.107
Jerel McNeal,202077.0,,,,,,,,,,,,,
Sasha Vujacic,2756.0,0.017999999999999999,0.34699999999999998,0.111,0.32200000000000001,97.359999999999999,0.0,0.187,0.014,95.805999999999997,17.407,0.54400000000000004,0.20499999999999999,90.978999999999999
Reggie Evans,2501.0,,,,,,,,,,,,,
James Southerland,203480.0,,,,,,,,,,,,,
Dionte Christmas,202091.0,,,,,,,,,,,,,
Justise Winslow,1626159.0,0.050999999999999997,0.379,0.121,0.35399999999999998,101.039,0.0,0.20200000000000001,0.042000000000000003,97.233999999999995,18.378,1.9379999999999999,0.14999999999999999,100.983
Jeff Adrien,202399.0,,,,,,,,,,,,,
A.J. Price,201985.0,,,,,,,,,,,,,
Salah Mejri,1626257.0,0.071999999999999995,0.501,0.28000000000000003,0.46000000000000002,107.205,0.0,0.106,0.112,93.516000000000005,4.8819999999999997,0.074999999999999997,0.025999999999999999,103.068
Jordan McRae,203895.0,0.068000000000000005,0.39300000000000002,0.094,0.38,107.59699999999999,0.0,0.184,0.010999999999999999,96.694000000000003,7.649,0.13500000000000001,0.10299999999999999,107.078
Khris Middleton,203114.0,0.107,0.55200000000000005,0.14799999999999999,0.498,103.818,0.0,0.22800000000000001,0.012999999999999999,94.359999999999999,19.815000000000001,1.4910000000000001,0.188,108.36499999999999
Jabari Brown,203913.0,,,,,,,,,,,,,
Daniel Orton,202350.0,,,,,,,,,,,,,
Casper Ware,203810.0,,,,,,,,,,,,,
TJ Warren,203933.0,0.083000000000000004,0.52600000000000002,0.111,0.502,112.545,0.0,0.185,0.064000000000000001,103.349,7.3410000000000002,0.39900000000000002,0.057000000000000002,106.294
Al-Farouq Aminu,202329.0,0.087999999999999995,0.50700000000000001,0.23200000000000001,0.46800000000000003,105.90900000000001,0.0,0.158,0.042999999999999997,99.152000000000001,12.720000000000001,0.72199999999999998,0.081000000000000003,107.003
Al Horford,201143.0,0.13200000000000001,0.59099999999999997,0.18099999999999999,0.56699999999999995,106.849,0.0,0.19400000000000001,0.049000000000000002,98.325000000000003,26.145,3.0270000000000001,0.246,110.72799999999999
Reggie Williams,202130.0,0.062,0.373,0.045999999999999999,0.32600000000000001,107.483,0.0,0.127,0.017000000000000001,102.748,16.199999999999999,0.0,0.095000000000000001,94.549999999999997
Adonis Thomas,203519.0,,,,,,,,,,,,,
Kyle O'Quinn,203124.0,0.129,0.51900000000000002,0.23599999999999999,0.503,111.17,0.0,0.184,0.13400000000000001,98.045000000000002,17.381,0.91100000000000003,0.14999999999999999,100.31
Festus Ezeli,203105.0,,,,,,,,,,,,,
James Johnson,201949.0,0.11600000000000001,0.55900000000000005,0.16500000000000001,0.52900000000000003,102.238,0.0,0.218,0.035999999999999997,98.802999999999997,20.375,1.762,0.20100000000000001,104.179
Duje Dukan,1626251.0,,,,,,,,,,,,,
Amir Johnson,101161.0,0.049000000000000002,0.59199999999999997,0.158,0.58399999999999996,106.616,0.0,0.13500000000000001,0.078,97.957999999999998,19.126999999999999,0.70499999999999996,0.107,107.58499999999999
Jonathon Simmons,203613.0,-0.001,0.46899999999999997,0.098000000000000004,0.40999999999999998,99.516000000000005,0.0,0.17799999999999999,0.017999999999999999,97.662999999999997,19.393999999999998,0.82199999999999995,0.14000000000000001,103.806
Luis Montero,1626242.0,,,,,,,,,,,,,
Greg Oden,201141.0,,,,,,,,,,,,,
Hasheem Thabeet,201934.0,,,,,,,,,,,,,
Dorell Wright,2748.0,,,,,,,,,,,,,
Jeff Withey,203481.0,0.17100000000000001,0.48899999999999999,0.16800000000000001,0.39900000000000002,103.617,0.0,0.16500000000000001,0.124,112.896,2.5489999999999999,0.037999999999999999,0.021999999999999999,101.223
Chris Kaman,2549.0,,,,,,,,,,,,,
Walter Tavares,204002.0,0.13600000000000001,0.60399999999999998,0.214,0.875,66.0,0.0,0.182,0.086999999999999994,90.584999999999994,6.7000000000000002,0.25,0.042000000000000003,112.5
Joe Young,1626202.0,-0.073999999999999996,0.27900000000000003,0.109,0.25600000000000001,117.08499999999999,0.0,0.28899999999999998,0.002,94.734999999999999,8.782,0.044999999999999998,0.13400000000000001,83.129999999999995
Ersan Ilyasova,101141.0,0.10299999999999999,0.54400000000000004,0.182,0.505,104.16200000000001,0.0,0.215,0.067000000000000004,101.598,10.84,0.89500000000000002,0.10299999999999999,102.35599999999999
O.J. Mayo,201564.0,,,,,,,,,,,,,
Donatas Motiejunas,202700.0,0.040000000000000001,0.374,0.183,0.34899999999999998,115.556,0.0,0.16800000000000001,0.062,100.922,12.694000000000001,0.27000000000000002,0.082000000000000003,100.315
Jason Smith,201160.0,0.068000000000000005,0.56499999999999995,0.19600000000000001,0.55200000000000005,110.65600000000001,0.0,0.17199999999999999,0.069000000000000006,98.680000000000007,6.6449999999999996,0.214,0.050000000000000003,103.40600000000001
Brandon Rush,201575.0,0.029000000000000001,0.41099999999999998,0.097000000000000003,0.39600000000000002,110.31100000000001,0.0,0.096000000000000002,0.014,97.513999999999996,16.452000000000002,0.32600000000000001,0.064000000000000001,107.22199999999999
Manu Ginobili,1938.0,0.079000000000000001,0.49399999999999999,0.115,0.45100000000000001,102.205,0.0,0.19600000000000001,0.025999999999999999,100.27,23.535,1.262,0.20499999999999999,108.626
Josh Powell,2694.0,,,,,,,,,,,,,
Antawn Jamison,1712.0,,,,,,,,,,,,,
Kevin Garnett,708.0,,,,,,,,,,,,,
Leandro Barbosa,2571.0,0.058999999999999997,0.44600000000000001,0.106,0.42799999999999999,109.01900000000001,0.0,0.20699999999999999,0.02,100.45099999999999,16.286999999999999,0.437,0.14099999999999999,100.807
Courtney Lee,201584.0,0.076999999999999999,0.55100000000000005,0.092999999999999999,0.53000000000000003,111.227,0.0,0.14599999999999999,0.021999999999999999,98.021000000000001,17.626000000000001,1.052,0.106,105.392
Jarvis Varnado,202363.0,,,,,,,,,,,,,
Cliff Alexander,1626146.0,,,,,,,,,,,,,
Luol Deng,2736.0,0.073999999999999996,0.41999999999999998,0.16900000000000001,0.39900000000000002,108.468,0.0,0.14399999999999999,0.042000000000000003,100.762,12.625,0.83899999999999997,0.073999999999999996,101.143
Toure Murry,203315.0,,,,,,,,,,,,,
Jordan Hill,201941.0,0.024,0.37,0.121,0.20799999999999999,104.929,0.0,0.14599999999999999,0.16400000000000001,84.947000000000003,0.0,0.0,0.0,113.143
Sam Dekker,1626155.0,0.079000000000000001,0.496,0.14099999999999999,0.495,108.446,0.0,0.14799999999999999,0.070000000000000007,102.19,11.539999999999999,0.38200000000000001,0.075999999999999998,107.53100000000001
Eric Bledsoe,202339.0,0.13700000000000001,0.56200000000000006,0.14499999999999999,0.48399999999999999,110.86799999999999,0.0,0.28000000000000003,0.025000000000000001,103.358,22.314,2.258,0.31,105.771
Zaza Pachulia,2585.0,0.099000000000000005,0.59599999999999997,0.22700000000000001,0.54000000000000004,99.611999999999995,0.0,0.156,0.11600000000000001,102.852,21.869,1.0900000000000001,0.13300000000000001,115.264
Josh Smith,2746.0,,,,,,,,,,,,,
Lucas Nogueira,203512.0,0.080000000000000002,0.503,0.18099999999999999,0.47899999999999998,96.572999999999993,0.0,0.091999999999999998,0.079000000000000001,107.28400000000001,13.843,0.308,0.045999999999999999,109.38200000000001
David Stockton,204065.0,,,,,,,,,,,,,
Jamal Crawford,2037.0,0.075999999999999998,0.498,0.058000000000000003,0.45900000000000002,108.28,0.0,0.224,0.0080000000000000002,97.945999999999998,15.93,1.4430000000000001,0.158,106.955
Joe Ingles,204060.0,0.073999999999999996,0.58099999999999996,0.13800000000000001,0.56200000000000006,105.146,0.0,0.13400000000000001,0.012,94.093000000000004,27.949000000000002,1.3400000000000001,0.17299999999999999,107.657
Anthony Bennett,203461.0,0.123,0.47799999999999998,0.20100000000000001,0.44900000000000001,114.483,0.0,0.187,0.099000000000000005,101.91200000000001,7.9779999999999998,0.34799999999999998,0.105,116.309
Tarik Black,204028.0,0.048000000000000001,0.54000000000000004,0.21199999999999999,0.47099999999999997,107.024,0.0,0.157,0.13100000000000001,101.029,7.9130000000000003,0.30099999999999999,0.044999999999999998,100.58499999999999
Tyler Johnson,204020.0,0.105,0.52100000000000002,0.125,0.47699999999999998,103.559,0.0,0.20699999999999999,0.027,98.003,17.963000000000001,1.6839999999999999,0.17199999999999999,103.88800000000001
Frank Kaminsky,1626163.0,0.082000000000000003,0.49399999999999999,0.16200000000000001,0.46200000000000002,108.127,0.0,0.219,0.032000000000000001,98.236000000000004,13.787000000000001,0.95999999999999996,0.127,108.051
Noah Vonleh,203943.0,0.055,0.45700000000000002,0.26100000000000001,0.41099999999999998,107.081,0.0,0.13200000000000001,0.095000000000000001,100.004,8.4510000000000005,0.221,0.043999999999999997,98.638999999999996
Tony Wroten,203100.0,,,,,,,,,,,,,
JJ Hickson,201581.0,,,,,,,,,,,,,
Quincy Miller,203296.0,,,,,,,,,,,,,
Kobe Bryant,977.0,,,,,,,,,,,,,
Tony Mitchell,203502.0,,,,,,,,,,,,,
Jon Leuer,202720.0,0.095000000000000001,0.51900000000000002,0.17299999999999999,0.48799999999999999,105.983,0.0,0.16900000000000001,0.056000000000000001,97.144000000000005,14.058999999999999,0.65100000000000002,0.087999999999999995,101.501
Kentavious Caldwell-Pope,203484.0,0.072999999999999995,0.48099999999999998,0.085000000000000006,0.44800000000000001,108.73699999999999,0.0,0.188,0.021999999999999999,97.727000000000004,14.68,1.4510000000000001,0.107,103.587
Earl Clark,201947.0,,,,,,,,,,,,,
Maurice Harkless,203090.0,0.062,0.52600000000000002,0.097000000000000003,0.51000000000000001,108.64,0.0,0.14999999999999999,0.059999999999999998,99.954999999999998,10.827,0.44700000000000001,0.059999999999999998,109.63800000000001
Cameron Bairstow,203946.0,,,,,,,,,,,,,
DeAndre Jordan,201599.0,0.14799999999999999,0.66800000000000004,0.34100000000000003,0.71799999999999997,103.92,0.0,0.156,0.13300000000000001,98.141000000000005,9.5239999999999991,0.499,0.056000000000000001,113.084
Jermaine O'Neal,979.0,,,,,,,,,,,,,
Jordan Clarkson,203903.0,0.082000000000000003,0.52000000000000002,0.094,0.496,112.607,0.0,0.23300000000000001,0.021999999999999999,101.215,13.599,1.3089999999999999,0.14399999999999999,102.973
Goran Dragic,201609.0,0.129,0.56999999999999995,0.097000000000000003,0.52100000000000002,105.79900000000001,0.0,0.27000000000000002,0.027,98.256,21.562999999999999,2.3010000000000002,0.28399999999999997,107.137
Danilo Gallinari,201568.0,0.113,0.63,0.14499999999999999,0.53900000000000003,110.048,0.0,0.20100000000000001,0.021000000000000001,100.358,11.865,1.298,0.088999999999999996,112.268
Boban Marjanovic,1626246.0,0.16300000000000001,0.52300000000000002,0.29199999999999998,0.498,103.041,0.0,0.26900000000000002,0.13300000000000001,97.123000000000005,4.9000000000000004,0.058999999999999997,0.073999999999999996,104.271
Stephen Curry,201939.0,0.155,0.63400000000000001,0.11700000000000001,0.58799999999999997,100.378,0.0,0.29199999999999998,0.027,105.145,21.858000000000001,2.4390000000000001,0.28199999999999997,119.145
Bernard James,203108.0,,,,,,,,,,,,,
Kevin Martin,2755.0,,,,,,,,,,,,,
Chris Copeland,203142.0,,,,,,,,,,,,,
Miles Plumlee,203101.0,0.02,0.42599999999999999,0.13700000000000001,0.37,106.729,0.0,0.14099999999999999,0.068000000000000005,96.218000000000004,9.6069999999999993,0.21099999999999999,0.060999999999999999,98.991
Erick Green,203475.0,,,,,,,,,,,,,
Kevon Looney,1626172.0,0.027,0.48899999999999999,0.19400000000000001,0.48499999999999999,107.328,0.0,0.151,0.10000000000000001,100.506,12.452999999999999,0.151,0.087999999999999995,96.055000000000007
Josh Richardson,1626196.0,0.063,0.48299999999999998,0.097000000000000003,0.44800000000000001,104.20399999999999,0.0,0.16600000000000001,0.024,97.111000000000004,17.611000000000001,1.327,0.126,104.97199999999999
Tim Hardaway Jr.,203501.0,0.092999999999999999,0.54400000000000004,0.092999999999999999,0.51700000000000002,101.712,0.0,0.224,0.017999999999999999,100.94799999999999,12.728999999999999,1.1539999999999999,0.123,106.465
Jason Richardson,2202.0,,,,,,,,,,,,,
Wesley Johnson,202325.0,0.050999999999999997,0.39900000000000002,0.19900000000000001,0.38100000000000001,109.779,0.0,0.11700000000000001,0.024,98.165000000000006,4.3890000000000002,0.106,0.025999999999999999,99.093000000000004
Kelly Olynyk,203482.0,0.098000000000000004,0.57299999999999995,0.19400000000000001,0.55600000000000005,106.45699999999999,0.0,0.193,0.049000000000000002,99.340000000000003,17.260999999999999,1.012,0.157,103.104
Steven Adams,203500.0,0.098000000000000004,0.58699999999999997,0.152,0.57799999999999996,103.874,0.0,0.158,0.125,101.389,8.5850000000000009,0.52000000000000002,0.056000000000000001,106.7
Manny Harris,202412.0,-0.040000000000000001,0.21299999999999999,0.17899999999999999,0.13900000000000001,138.30000000000001,0.0,0.36099999999999999,0.083000000000000004,104.42,3.875,0.5,0.063,84.549999999999997
Vander Blue,203505.0,,,,,,,,,,,,,
